"ip_addr","load_ms","protocol","image_total","minify_save","score_cookies","score_compress","priority","requestType","type","dns_start","ssl_end","contentType","gzip_save","is_secure","server_count","score_gzip","ssl_start","full_url","dns_ms","connect_end","responseCode","ssl_ms","image_save","is_base_page","bytesIn","initiator_line","bytesOut","minify_total","cacheControl","contentEncoding","id","dns_end","ttfb_ms","connect_start","score_cdn","cache_time","objectSizeUncompressed","load_start","connect_ms","method","objectSize","gzip_total","expires","initiator_column","request_id","score_combine","score_etags","host","score_keep-alive","score_minify","initiator","socket","created","url","score_cache","server_rtt","cdn_provider","load_end","ttfb_start","ttfb_end","download_start","download_end","download_ms","all_start","all_end","all_ms","index","number","run","cached","jpeg_scan_count","score_progressive_jpeg",
"96.16.205.68","102","http/1.1","","","-1","-1","high","Script","3","5136","5224","text/javascript","1539","1","","38","5173","https://pixel.mathtag.com/event/js?mt_pp=1&mt_adid=182258&mt_id=1137909&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","2","5173","200","51","","","3009","13","911","","max-age=0, no-cache, no-store","","181105_1R_A","5138","70","5139","100","","2501","5224","34","GET","2501","2501","Mon, 05 Nov 2018 00:46:26 GMT","86","0.56","-1","-1","pixel.mathtag.com","100","-1","https://pixel.mathtag.com/event/js?mt_pp=1&mt_adid=182258&mt_id=1137909&mm_bnc&mm_bct","25","5133","/event/js?mt_pp=1&mt_adid=182258&mt_id=1137909&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","-1","","Akamai","5326","5224","5294","5294","5326","32","5136","5326","189","60","61","1","0","","",
"54.239.17.112","135","http/1.1","","","-1","-1","high","Document","3","-1","-1","text/html;charset=ISO-8859-1","","1","","-1","-1","https://s.amazon-adsystem.com/iu3?d=generic&ex-fargs=%3Fid%3D42b24438-a5d3-7e27-4394-c8c26dcb07e1%26type%3DUNKNOWN%26m%3D1&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D9652012120301%3Bp%3D42B24438-A5D3-7E27-4394-C8C26DCB07E1&cb=889384773074511400&dcc=t","-1","-1","200","-1","","","435","","1520","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","133","-1","-1","","65","5353","-1","GET","65","","Thu, 01 Jan 1970 00:00:00 GMT","","0.52.1","-1","-1","s.amazon-adsystem.com","100","-1","","26","5353","/iu3?d=generic&ex-fargs=%3Fid%3D42b24438-a5d3-7e27-4394-c8c26dcb07e1%26type%3DUNKNOWN%26m%3D1&ex-fch=416613&ex-src=https://www.vimeo.com&ex-hargs=v%3D1.0%3Bc%3D9652012120301%3Bp%3D42B24438-A5D3-7E27-4394-C8C26DCB07E1&cb=889384773074511400&dcc=t","-1","","","5488","5353","5486","5486","5488","2","5353","5488","135","61","62","1","0","","",
"","109","","","","-1","-1","","Script","3","-1","-1","text/javascript","","1","","-1","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310","-1","-1","302","-1","","","914","93","0","","max-age=0, no-cache, no-store","","181105_1R_A","-1","109","-1","-1","","0","5364","-1","GET","0","","Mon, 05 Nov 2018 00:46:26 GMT","31","0.57","-1","-1","pixel.mathtag.com","-1","-1","https://pixel.mathtag.com/event/js?mt_pp=1&mt_adid=182258&mt_id=1137909&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","-1","5364","/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310","-1","","","5473","5364","5473","5473","5473","0","5364","5473","109","62","63","1","0","","",
"96.16.205.68","117","http/1.1","","","-1","-1","high","","3","-1","-1","text/javascript","","1","","-1","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct","-1","-1","200","-1","","","1706","1253","1316","","max-age=0, no-cache, no-store","","181105_1R_A","-1","115","-1","100","","1197","5474","-1","GET","1197","","Mon, 05 Nov 2018 00:46:26 GMT","","0.57.1","-1","-1","pixel.mathtag.com","100","-1","https://vimeo.com/","15","5474","/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct","-1","","Akamai","5591","5474","5589","5589","5591","2","5474","5591","117","63","64","1","0","","",
"52.94.218.7","235","http/1.1","","","-1","-1","high","Document","3","-1","-1","text/html;charset=ISO-8859-1","","1","","-1","-1","https://aax-eu.amazon-adsystem.com/s/iu3?d=generic&ex-fargs=%3Fid%3D1875ae9d-36b2-645e-e650-5cf9d2346763%26type%3DUNKNOWN%26m%3D3&ex-fch=416613&ex-src=https://vimeo.com/&ex-hargs=v%3D1.0%3Bc%3D4198834160702%3Bp%3D1875AE9D-36B2-645E-E650-5CF9D2346763&cb=249805023414584100&dcc=t","-1","-1","200","-1","","","435","","1528","","max-age=0, no-cache, no-store, private, must-revalidate, s-maxage=0","","181105_1R_A","-1","228","-1","-1","","65","5546","-1","GET","65","","Thu, 01 Jan 1970 00:00:00 GMT","","0.50.1","-1","-1","aax-eu.amazon-adsystem.com","100","-1","","27","5546","/s/iu3?d=generic&ex-fargs=%3Fid%3D1875ae9d-36b2-645e-e650-5cf9d2346763%26type%3DUNKNOWN%26m%3D3&ex-fch=416613&ex-src=https://vimeo.com/&ex-hargs=v%3D1.0%3Bc%3D4198834160702%3Bp%3D1875AE9D-36B2-645E-E650-5CF9D2346763&cb=249805023414584100&dcc=t","-1","","","5781","5546","5774","5774","5781","7","5546","5781","235","64","65","1","0","","",
"96.16.205.68","158","http/1.1","","","-1","-1","high","Script","3","-1","-1","text/javascript","1720","1","","35","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","-1","-1","200","-1","","","3047","13","1224","","max-age=0, no-cache, no-store","","181105_1R_A","-1","134","-1","100","","2649","5617","-1","GET","2649","2649","Mon, 05 Nov 2018 00:46:26 GMT","86","0.58","-1","-1","pixel.mathtag.com","100","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct","15","5616","/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","-1","","Akamai","5775","5617","5751","5751","5775","24","5617","5775","158","65","66","1","0","","",
"182.22.31.124","1317","h2","","","-1","-1","high","Script","3","4905","5747","application/javascript","0","1","","100","5213","https://b92.yahoo.co.jp/js/s_retargeting.js","101","5213","200","534","","","2836","10","286","","","gzip","181105_1R_A","5006","1097","5009","100","0","6219","5748","204","GET","2268","2268","","","0.53","-1","-1","b92.yahoo.co.jp","100","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","29","4904","/js/s_retargeting.js","0","","Yahoo","7065","5748","6845","6845","7065","220","4905","7065","2156","66","67","1","0","","",
"96.16.205.68","911","http/1.1","43","","-1","100","low","Image","3","-1","-1","image/gif","","1","","-1","-1","https://pixel.mathtag.com/misc/img?mm_bnc&bcdv=0","-1","-1","200","-1","0","","536","37","373","","no-cache","","181105_1R_A","-1","516","-1","100","","43","5781","-1","GET","43","","Mon, 05 Nov 2018 00:46:25 GMT","18","0.59","-1","-1","pixel.mathtag.com","100","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","15","5780","/misc/img?mm_bnc&bcdv=0","-1","","Akamai","6692","5781","6297","6297","6692","395","5781","6692","911","67","68","1","0","","",
"","423","","","","-1","-1","","Document","3","-1","-1","text/html","","1","","-1","-1","https://pixel.mathtag.com/sync/iframe?realm=batch_supply&mt_adid=182258&mt_id=1137909&mt_nobot=1","-1","-1","302","-1","","","526","18","0","","no-cache","","181105_1R_A","-1","423","-1","-1","","0","5905","-1","GET","0","","Mon, 05 Nov 2018 00:46:25 GMT","46","0.60","-1","-1","pixel.mathtag.com","-1","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","-1","5905","/sync/iframe?realm=batch_supply&mt_adid=182258&mt_id=1137909&mt_nobot=1","-1","","","6328","5905","6328","6328","6328","0","5905","6328","423","68","69","1","0","","",
"96.16.205.68","78","http/1.1","","","-1","-1","high","Document","3","-1","-1","text/html","","1","","-1","-1","https://pixel.mathtag.com/sync/iframe?realm=batch_supply&mt_adid=182258&mt_id=1137909&mt_nobot=1&mm_bnc&mm_bct","-1","-1","200","-1","","","437","","860","","no-cache","","181105_1R_A","-1","74","-1","100","","29","6327","-1","GET","29","","Mon, 05 Nov 2018 00:46:26 GMT","","0.60.1","-1","-1","pixel.mathtag.com","100","-1","","25","6327","/sync/iframe?realm=batch_supply&mt_adid=182258&mt_id=1137909&mt_nobot=1&mm_bnc&mm_bct","-1","","Akamai","6405","6327","6401","6401","6405","4","6327","6405","78","69","70","1","0","","",
"96.16.205.68","135","http/1.1","","","-1","-1","high","Document","3","5933","6327","text/html","","1","","-1","6299","https://pixel.mathtag.com/sync/iframe?mt_uuid=9ef35a67-bf33-4300-874b-e0558ccd038b&no_iframe=1&mt_adid=182258&mt_lim=20","1","6299","200","28","","","919","61","446","","no-cache","","181105_1R_A","5934","82","5935","100","","631","6327","364","GET","631","","Mon, 05 Nov 2018 00:46:26 GMT","46","0.61","-1","-1","pixel.mathtag.com","100","-1","https://pixel.mathtag.com/event/js?mt_pp=2&version=1.0&industry=internet%20services&mt_adid=182258&mt_exem=13254036.1414793013&event_type=home&mt_id=1137909&page_name=%2F&client_status=none&mt_lim=20&language=en-us&document_title=Vimeo%20%7C%20The%20high-quality%20home%20for%20video%20hosting%20and%20watching&location=https%3A%2F%2Fvimeo.com%2F&document_path=%2F&mt_cb=1541378786310&mm_bnc&mm_bct&mathid_data=%7B%22dv1%22%3A%22TW96aWxsYS81LjAgKGlQaG9uZTsgQ1BVIGlQaG9uZSBPUyAxMV80XzEgbGlrZSBNYWMgT1MgWCkgQXBwbGVXZWJLaXQvNjA1LjEuMTUgKEtIVE1MLCBsaWtlIEdlY2tvKSBNb2JpbGUvMTVHNzc%3D%22%2C%22dv2%22%3A%22NjZlODY3M2IyNTg4NGY4MmI5YmNhNzc3OTA3OTZhZDE%3D%22%2C%22dv3%22%3A%22%22%2C%22dv4%22%3A%22Mzc1fDY2N3wzNzV8NjY3fDMyfHw%3D%22%2C%22dv5%22%3A%22QW1lcmljYS9OZXdfWW9yaw%3D%3D%22%2C%22dv6%22%3A%22%22%2C%22dv7%22%3A%22MA%3D%3D%22%2C%22dv8%22%3A%22dHJ1ZXx0cnVlfHRydWU%3D%22%2C%22dv9%22%3A%22fGVuLVVTfA%3D%3D%22%2C%22dv10%22%3A%22TW96aWxsYXxOZXRzY2FwZXxpUGhvbmV8%22%7D","28","5931","/sync/iframe?mt_uuid=9ef35a67-bf33-4300-874b-e0558ccd038b&no_iframe=1&mt_adid=182258&mt_lim=20","-1","","Akamai","6462","6327","6409","6409","6462","53","5933","6462","528","70","71","1","0","","",
"96.16.205.68","51","http/1.1","43","","-1","100","low","Image","3","-1","-1","image/gif","","1","","-1","-1","https://pixel.mathtag.com/misc/img?mm_bnc&bcdv=0","-1","-1","200","-1","0","","535","10","474","","no-cache","","181105_1R_A","-1","44","-1","100","","43","6473","-1","GET","43","","Mon, 05 Nov 2018 00:46:26 GMT","18","0.62","-1","-1","pixel.mathtag.com","100","-1","https://pixel.mathtag.com/sync/iframe?mt_uuid=9ef35a67-bf33-4300-874b-e0558ccd038b&no_iframe=1&mt_adid=182258&mt_lim=20","25","6472","/misc/img?mm_bnc&bcdv=0","-1","","Akamai","6524","6473","6517","6517","6524","7","6473","6524","51","71","72","1","0","","",
"182.22.31.124","388","h2","","","-1","-1","high","Script","3","-1","-1","text/javascript; charset=utf-8","0","1","","100","-1","https://b92.yahoo.co.jp/search/?p=Y7EUOD2DIM&label=&ref=https%3A%2F%2F3797665.fls.doubleclick.net%2Factivityi%3Bsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F%3F&rref=&pt=&item=&cat=&price=&quantity=&r=1541378788.4600167&pvid=rqnvheo22k9jo3l4sku&req=1","-1","-1","200","-1","","","745","1","272","","private, no-cache, no-store, post-check=0, pre-check=0","gzip","181105_1R_A","-1","354","-1","100","","26","7073","-1","GET","26","26","-1","6210","0.63","-1","-1","b92.yahoo.co.jp","100","-1","https://b92.yahoo.co.jp/js/s_retargeting.js","29","7072","/search/?p=Y7EUOD2DIM&label=&ref=https%3A%2F%2F3797665.fls.doubleclick.net%2Factivityi%3Bsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F%3F&rref=&pt=&item=&cat=&price=&quantity=&r=1541378788.4600167&pvid=rqnvheo22k9jo3l4sku&req=1","-1","","Yahoo","7461","7073","7427","7427","7461","34","7073","7461","388","72","73","1","0","","",
"157.240.2.25","75","h2","","","-1","-1","high","Script","3","-1","-1","application/x-javascript; charset=utf-8","0","1","","100","-1","https://connect.facebook.net/en_US/fbds.js","-1","-1","200","-1","","","3444","22","161","","public,max-age=1200,stale-while-revalidate=3600","gzip","181105_1R_A","-1","48","-1","100","1200","3907","7077","-1","GET","2116","2116","Mon, 05 Nov 2018 01:03:16 GMT","26","0.66","-1","-1","connect.facebook.net","100","-1","https://3797665.fls.doubleclick.net/ddm/fls/r/src=3797665;type=remar853;cat=Gener-;ord=4917908647859;gtm=2wgas3;auiddc=1433968841.1541378784;_dc_1=1;~oref=https%3A%2F%2Fvimeo.com%2F","12","7075","/en_US/fbds.js","0","","Facebook","7152","7077","7125","7125","7152","27","7077","7152","75","73","74","1","0","","",
"157.240.18.35","38","h2","44","","-1","100","low","Image","3","-1","-1","image/gif","","1","","-1","-1","https://www.facebook.com/tr/?id=518120314971443&ev=PixelInitialized&dl=https%3A%2F%2F3797665.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F&rl=https%3A%2F%2F3797665.fls.doubleclick.net%2Factivityi%3Bsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F%3F&if=true&ts=1541378788103","-1","-1","200","-1","0","","418","22","541","","no-cache, must-revalidate, max-age=0","","181105_1R_A","-1","30","-1","100","","44","7159","-1","GET","44","","Mon, 05 Nov 2018 00:46:28 GMT","1716","0.67","-1","-1","www.facebook.com","100","-1","https://connect.facebook.net/en_US/fbds.js","19","7158","/tr/?id=518120314971443&ev=PixelInitialized&dl=https%3A%2F%2F3797665.fls.doubleclick.net%2Fddm%2Ffls%2Fr%2Fsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B_dc_1%3D1%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F&rl=https%3A%2F%2F3797665.fls.doubleclick.net%2Factivityi%3Bsrc%3D3797665%3Btype%3Dremar853%3Bcat%3DGener-%3Bord%3D4917908647859%3Bgtm%3D2wgas3%3Bauiddc%3D1433968841.1541378784%3B~oref%3Dhttps%253A%252F%252Fvimeo.com%252F%3F&if=true&ts=1541378788103","-1","","Facebook","7197","7159","7189","7189","7197","8","7159","7197","38","74","75","1","0","","",
